0.19477,0.14289,0.095791,0.13948,0.091923,0.10944,0.085324,0.14039,0.081081,0.20376,0.089777,0.18449,0.19483,0.10881,0.056169,0.081081,0.15839,0.25945,0.057381,0.12512,0.25842,0.064795,0.029059,0.047388,0.44059,0.44299,0.069544,0.030303,0.0085023,0.0021801,0.00065402,0.00087203,0,0.0043601,0.20041,0.14038,0.081581,0.12461,0.16837,0.084518,0.063948,0.13618
0.14456,0.12229,0.12184,0.16211,0.1206,0.1134,0.092586,0.12262,0.11183,0.18159,0.11435,0.16665,0.18021,0.10711,0.054132,0.084128,0.16047,0.2258,0.091135,0.14306,0.24159,0.06339,0.025747,0.048814,0.32797,0.52754,0.090494,0.041934,0.0058664,0.0024986,0.001195,0.00097773,0.00065182,0.00086909,0.14975,0.12822,0.11512,0.15913,0.12508,0.091714,0.082773,0.14821
0.15657,0.14983,0.10759,0.15441,0.10543,0.10848,0.091318,0.12637,0.095023,0.13576,0.11134,0.19659,0.18065,0.12046,0.069493,0.090691,0.17475,0.14768,0.087632,0.18582,0.21457,0.086259,0.040756,0.062526,0.41133,0.49234,0.072833,0.018709,0.0026975,0.00069614,0,0,0.00017403,0.0012182,0.15867,0.14616,0.098413,0.15365,0.12303,0.097806,0.083452,0.13882
0.15037,0.13739,0.097622,0.13617,0.10501,0.13252,0.098434,0.1425,0.098114,0.14082,0.10268,0.17247,0.17288,0.13666,0.078508,0.097865,0.16358,0.15682,0.088081,0.15621,0.21316,0.10552,0.047371,0.069258,0.51363,0.41656,0.050656,0.013587,0.0048692,0.00015707,7.8536e-05,7.8536e-05,0,0.00039268,0.14588,0.14415,0.092789,0.13892,0.11955,0.11424,0.087893,0.15658
0.14698,0.14674,0.12082,0.16164,0.1051,0.12023,0.085161,0.11331,0.086282,0.14428,0.10999,0.16883,0.19832,0.12563,0.075572,0.091095,0.13709,0.1626,0.083204,0.14165,0.28103,0.093055,0.043535,0.057838,0.4018,0.49732,0.064443,0.025618,0.0066037,0.0014801,0.0010247,0.00045543,0,0.0012524,0.14044,0.152,0.1162,0.16955,0.12148,0.10198,0.072562,0.1258
0.15056,0.14746,0.10884,0.13617,0.11021,0.12515,0.093087,0.12852,0.096423,0.16956,0.10253,0.16552,0.18524,0.1245,0.062435,0.093794,0.15502,0.20886,0.080142,0.12956,0.23927,0.088566,0.035268,0.063314,0.4844,0.43596,0.055106,0.019287,0.0023998,0.00088881,0.00062217,0.00026664,0.00017776,0.00088881,0.14719,0.15167,0.10228,0.1301,0.12733,0.11578,0.083654,0.14199
0.15773,0.13505,0.10463,0.12528,0.10327,0.13587,0.10147,0.1367,0.089464,0.15538,0.11332,0.179,0.16627,0.13084,0.070243,0.095484,0.13781,0.18435,0.10235,0.18019,0.19298,0.093538,0.042282,0.066489,0.53203,0.39982,0.054429,0.010944,0.0010944,0.00051073,0.00021888,7.2961e-05,0.00014592,0.00072961,0.17739,0.13976,0.10121,0.11425,0.1108,0.1144,0.094024,0.14817
0.17211,0.17839,0.10302,0.15704,0.10553,0.11432,0.082915,0.086683,0.081013,0.12278,0.11392,0.17595,0.18734,0.15316,0.068354,0.097468,0.10731,0.12748,0.09595,0.15868,0.22559,0.13765,0.058338,0.088999,0.42289,0.49398,0.062651,0.013253,0.0048193,0.0012048,0.0012048,0,0,0,0.18137,0.2176,0.099992,0.1652,0.10274,0.10304,0.064221,0.065823
0.14514,0.14793,0.11204,0.1575,0.11523,0.12241,0.088517,0.11124,0.074608,0.13397,0.096867,0.17436,0.22053,0.13768,0.06925,0.092745,0.13025,0.12008,0.074917,0.16359,0.30302,0.10178,0.042516,0.063844,0.5121,0.42701,0.04918,0.0066354,0.0023419,0.00078064,0.00078064,0,0,0.001171,0.15052,0.1536,0.10965,0.15427,0.12544,0.10827,0.08031,0.11794
0.20649,0.12727,0.12468,0.16883,0.13247,0.092208,0.064935,0.083117,0.11436,0.098404,0.058511,0.18218,0.30984,0.11569,0.046543,0.074468,0.17998,0.063378,0.040035,0.14578,0.46045,0.056483,0.020833,0.033062,0.24362,0.53061,0.10969,0.059949,0.024235,0.0063776,0.005102,0.01148,0.0063776,0.002551,0.20748,0.14013,0.1154,0.17666,0.15229,0.086604,0.051317,0.070112
0.13513,0.13685,0.12099,0.17856,0.1365,0.10514,0.091693,0.09514,0.099073,0.13649,0.087669,0.15075,0.2712,0.12366,0.049893,0.081254,0.15745,0.11074,0.058402,0.12596,0.41529,0.069059,0.023241,0.039854,0.33492,0.51442,0.089583,0.035969,0.013573,0.0044113,0.0037326,0.0013573,0,0.002036,0.13143,0.13399,0.1094,0.18789,0.15695,0.091231,0.075897,0.11321
0.12771,0.15406,0.11434,0.1687,0.14006,0.12376,0.080087,0.091291,0.1081,0.1286,0.085118,0.14725,0.217,0.14502,0.066991,0.10193,0.15507,0.11843,0.066299,0.12244,0.32126,0.10648,0.042091,0.067936,0.42501,0.48896,0.064961,0.01229,0.0046401,0.0021319,0.00075245,0.00050163,0.00050163,0.00025082,0.11636,0.15041,0.11621,0.17002,0.15669,0.11801,0.077648,0.094647
0.11717,0.1279,0.10708,0.1566,0.14146,0.15313,0.095253,0.1014,0.1312,0.12745,0.082898,0.13022,0.17232,0.13887,0.081266,0.13577,0.22336,0.10334,0.056413,0.098109,0.21489,0.10522,0.057318,0.14135,0.42691,0.48796,0.075501,0.0069908,0.0017089,0.0003107,0,0,0.00046606,0.00015535,0.11276,0.12293,0.10107,0.15515,0.1546,0.14781,0.093673,0.11202
0.17354,0.096511,0.077028,0.1502,0.11962,0.1135,0.1015,0.1681,0.071015,0.20564,0.089984,0.11103,0.21166,0.16678,0.068471,0.075411,0.090975,0.24584,0.069216,0.07965,0.27783,0.14829,0.039665,0.048532,0.35018,0.55778,0.072935,0.011863,0.0043937,0.0010984,0.00021968,0.00065905,0.00065905,0.00021968,0.18166,0.09152,0.066109,0.15129,0.12038,0.10022,0.088838,0.19999
0.13803,0.10557,0.096753,0.14578,0.12062,0.13019,0.094818,0.16824,0.068617,0.17748,0.095008,0.15714,0.20838,0.15032,0.066088,0.076974,0.092422,0.19719,0.078527,0.12786,0.30368,0.11407,0.041596,0.044659,0.39227,0.54138,0.046813,0.011181,0.0045977,0.0017764,0.00062696,0.00041797,0.00010449,0.00083595,0.13196,0.10134,0.085795,0.14864,0.11467,0.11383,0.09075,0.213
0.11745,0.15122,0.13076,0.17741,0.12564,0.12175,0.082873,0.0929,0.11113,0.15546,0.10693,0.15315,0.15462,0.12626,0.079202,0.11324,0.18427,0.1615,0.089722,0.13655,0.17863,0.1015,0.054585,0.09324,0.41766,0.52101,0.052483,0.0050271,0.0016087,0.0010054,0,0.00020109,0.00040217,0.00060326,0.12615,0.15697,0.1338,0.172,0.12409,0.11739,0.076545,0.093058
0.19512,0.41463,0.18699,0.11382,0.03252,0.04878,0.0081301,0,0.20833,0.066667,0.1,0.15,0.2,0.11667,0.1,0.058333,0.45282,0.037978,0.072901,0.070144,0.17822,0.072672,0.059264,0.056003,0.14634,0.50407,0.19512,0.04065,0.02439,0.04878,0.0081301,0.01626,0,0.01626,0.30026,0.3966,0.16358,0.070547,0.013889,0.051808,0.0033069,0
0.48889,0.31111,0.066667,0.066667,0.044444,0,0.022222,0,0.2,0,0.13333,0.11111,0.33333,0.13333,0.022222,0.066667,0.53588,0,0.065348,0.031043,0.27539,0.066718,0.0036875,0.021937,0.085106,0.17021,0.2766,0.12766,0.085106,0.06383,0.06383,0.042553,0.021277,0.06383,0.59562,0.17108,0.037944,0.034909,0.01366,0,0.14679,0
0.12849,0.14294,0.11809,0.16721,0.12348,0.12271,0.085147,0.11192,0.1018,0.13114,0.087026,0.15569,0.19501,0.1499,0.078443,0.101,0.17678,0.12203,0.063494,0.12152,0.25989,0.12368,0.055714,0.076904,0.40628,0.50295,0.073834,0.0085633,0.0053283,0.0011418,0.00057088,0.00057088,0.00019029,0.00057088,0.13485,0.14466,0.11229,0.16186,0.12901,0.11021,0.079559,0.12755
0.15736,0.11672,0.10375,0.13348,0.11719,0.12842,0.10106,0.14202,0.051782,0.15279,0.1213,0.19099,0.21975,0.14272,0.060253,0.060412,0.070673,0.17098,0.12363,0.16676,0.28546,0.11209,0.035728,0.034674,0.42678,0.51787,0.046465,0.006134,0.0016869,0.00015335,0,0,0,0.0009201,0.14641,0.11003,0.10222,0.12802,0.13839,0.11996,0.098065,0.1569
0.19519,0.09842,0.087887,0.12525,0.10945,0.12804,0.090191,0.16557,0.049327,0.19498,0.11543,0.1606,0.23401,0.11875,0.071085,0.055805,0.08828,0.24399,0.10201,0.12082,0.2993,0.075425,0.038778,0.031404,0.41033,0.51679,0.06052,0.0074461,0.0023764,0,0.00047529,0.00063371,0.00015843,0.0012674,0.18846,0.092418,0.083613,0.12521,0.14002,0.11284,0.07332,0.18412
0.14286,0.098901,0.10989,0.098901,0.17582,0.12088,0.098901,0.15385,0.070588,0.070588,0.094118,0.18824,0.12941,0.070588,0.22353,0.15294,0.39986,0.0099084,0.010028,0.033831,0.46715,0.017087,0.040167,0.021968,0.65263,0.30526,0,0,0,0,0,0,0,0.042105,0.023718,0.017162,0.01639,0.013691,0.86695,0.019668,0.019476,0.022946
0.14451,0.10405,0.11561,0.15607,0.13873,0.10983,0.10405,0.12717,0.080925,0.092486,0.098266,0.098266,0.17341,0.24277,0.11561,0.098266,0.38498,0.030234,0.039685,0.033677,0.36857,0.080069,0.033436,0.029352,0.5027,0.47027,0.0054054,0,0,0,0,0,0,0.021622,0.047361,0.036527,0.038694,0.0551,0.7132,0.041789,0.029098,0.038229
0.10261,0.15903,0.11927,0.18667,0.16017,0.11965,0.072321,0.080273,0.10321,0.091225,0.094704,0.16583,0.2385,0.14148,0.054117,0.11094,0.16494,0.059472,0.065171,0.13691,0.38237,0.086922,0.028984,0.075224,0.38513,0.51054,0.077321,0.010729,0.0070292,0.0055494,0.00073992,0.0014798,0,0.0014798,0.074073,0.14747,0.1013,0.16335,0.24844,0.10354,0.078289,0.083533
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4031,0,0,0,0.5969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.15034,0.1293,0.1119,0.15077,0.11082,0.13123,0.084192,0.13144,0.080967,0.15262,0.1067,0.15439,0.20275,0.13066,0.080302,0.091615,0.13874,0.18437,0.12065,0.10871,0.23193,0.10283,0.058083,0.05469,0.33319,0.49707,0.10013,0.057065,0.0062709,0.0018813,0.0018813,0.00041806,0.00041806,0.0016722,0.19176,0.12987,0.11196,0.14319,0.099983,0.11179,0.072454,0.13898
0.1413,0.10617,0.10364,0.15849,0.13372,0.14661,0.099848,0.11021,0.088358,0.19465,0.11746,0.15852,0.21388,0.089917,0.048337,0.088877,0.13554,0.26973,0.086585,0.11669,0.25502,0.053931,0.025879,0.056624,0.31308,0.51078,0.10142,0.065899,0.0061244,0.0012249,0.00048996,0.00048996,0,0.00048996,0.17112,0.10222,0.10161,0.15596,0.12338,0.13677,0.093266,0.11566
0.1535,0.12093,0.096188,0.1593,0.13456,0.13961,0.088362,0.10755,0.096398,0.18839,0.11013,0.15082,0.20212,0.093288,0.065043,0.093807,0.1603,0.25357,0.074199,0.1138,0.24716,0.052535,0.034459,0.063977,0.32999,0.4967,0.10658,0.056954,0.0046443,0.0024444,0.0014666,0.00048888,0.00024444,0.00048888,0.16928,0.12573,0.093167,0.15986,0.12378,0.12315,0.082656,0.12239
0.1457,0.1241,0.11805,0.15361,0.11921,0.13763,0.10294,0.098762,0.064987,0.17742,0.14103,0.18951,0.17698,0.1033,0.06705,0.079723,0.084133,0.25388,0.16174,0.14205,0.22295,0.058011,0.03652,0.040714,0.37583,0.45022,0.11096,0.050473,0.0075083,0.0018076,0.0012514,0.00013904,0.00013904,0.0016685,0.19243,0.1224,0.12062,0.15206,0.099068,0.10969,0.098758,0.10496
0.1276,0.17853,0.13223,0.15567,0.12587,0.12847,0.074942,0.076678,0.066745,0.11902,0.11695,0.14796,0.18931,0.15003,0.09303,0.11695,0.081438,0.11736,0.13154,0.12942,0.24113,0.12716,0.075271,0.096672,0.42216,0.48693,0.065341,0.019886,0.0034091,0.0017045,0,0.00056818,0,0,0.12928,0.1911,0.13918,0.15186,0.1212,0.11786,0.071862,0.077668
0.11553,0.14191,0.12055,0.16489,0.12298,0.14337,0.096117,0.09466,0.10517,0.21318,0.10366,0.15549,0.19211,0.10433,0.046648,0.079418,0.15683,0.33002,0.076324,0.11776,0.19148,0.054719,0.021482,0.051393,0.36739,0.4678,0.091529,0.063135,0.0080901,0.0011104,0.00031726,0.00015863,0,0.00047589,0.10312,0.1441,0.12034,0.17605,0.12032,0.14365,0.089082,0.10334
0.11002,0.14433,0.11576,0.15681,0.12036,0.14943,0.1,0.10328,0.09007,0.21788,0.099463,0.16505,0.19322,0.10466,0.046293,0.083361,0.13078,0.33492,0.073223,0.12404,0.20471,0.059221,0.021477,0.051619,0.32546,0.49518,0.10961,0.057216,0.010125,0.0016072,0.00048216,0,0,0.00032144,0.097816,0.14215,0.11981,0.16072,0.11478,0.15346,0.09186,0.11941
0.12026,0.13188,0.11285,0.16886,0.12818,0.13601,0.10089,0.10106,0.10894,0.17289,0.10815,0.16323,0.18724,0.10754,0.057948,0.094057,0.20342,0.23042,0.076862,0.12998,0.20865,0.06086,0.030404,0.059395,0.41858,0.44349,0.098416,0.031348,0.0050322,0.0019799,0.00049497,0.00032998,0.00016499,0.00016499,0.11262,0.12667,0.11277,0.18414,0.13031,0.12946,0.097083,0.10694
0.14542,0.11568,0.11487,0.16171,0.13564,0.11609,0.081059,0.12953,0.15765,0.12046,0.10862,0.13356,0.194,0.12342,0.067202,0.095097,0.27038,0.089142,0.062688,0.084626,0.31274,0.085492,0.031327,0.063604,0.34623,0.51955,0.099557,0.014107,0.01048,0.006449,0.00080613,0,0,0.0028214,0.16875,0.10312,0.091075,0.13267,0.21801,0.086561,0.062708,0.13711
0.21591,0.13636,0.14773,0.16477,0.10227,0.068182,0.045455,0.11932,0.22159,0.125,0.085227,0.13068,0.17045,0.085227,0.051136,0.13068,0.4877,0.069673,0.046606,0.062855,0.17549,0.050884,0.015233,0.091561,0.51064,0.32979,0.069149,0.031915,0.031915,0.0053191,0.015957,0.0053191,0,0,0.38565,0.14806,0.10437,0.14239,0.081715,0.040723,0.03479,0.062298
0.1891,0.14366,0.079186,0.13126,0.11236,0.11827,0.083369,0.1428,0.093068,0.18688,0.086389,0.18792,0.19994,0.10094,0.055366,0.089506,0.15706,0.27404,0.054383,0.12382,0.24484,0.063159,0.026735,0.055969,0.37821,0.4613,0.082118,0.06336,0.0098652,0.0022231,0.00097263,0.00083368,0.00041684,0.00069473,0.25281,0.14833,0.071211,0.11616,0.094832,0.092642,0.06803,0.15598
0.13735,0.14733,0.10453,0.16323,0.13633,0.12974,0.078654,0.10284,0.090491,0.20078,0.096854,0.17126,0.18505,0.10657,0.059738,0.089254,0.16564,0.2838,0.0642,0.11742,0.2213,0.064733,0.029627,0.053282,0.37583,0.46879,0.082005,0.062915,0.0068061,0.00249,0.00066401,0,0,0.00049801,0.16304,0.15563,0.096973,0.15227,0.1256,0.1109,0.074658,0.12093
0.13966,0.13889,0.11671,0.14699,0.12519,0.13272,0.096065,0.10378,0.076938,0.18937,0.11442,0.16022,0.18045,0.1166,0.069403,0.092604,0.10159,0.29098,0.09167,0.12574,0.22275,0.077823,0.035557,0.053892,0.42257,0.45651,0.061117,0.049306,0.0065617,0.0013123,0.0013123,0.00056243,0,0.00074991,0.14736,0.15314,0.11767,0.14647,0.1146,0.11369,0.092641,0.11442
0.11713,0.14975,0.12356,0.17593,0.15158,0.12448,0.071658,0.085898,0.1138,0.10621,0.090564,0.17591,0.21574,0.12613,0.076339,0.095306,0.17168,0.081039,0.063257,0.14472,0.35575,0.071663,0.044085,0.0678,0.29941,0.52139,0.12427,0.026114,0.0099054,0.007204,0.0058532,0.001801,0.0022512,0.001801,0.10943,0.15012,0.12006,0.1712,0.17972,0.10723,0.062627,0.099607
0.11982,0.13616,0.11191,0.17551,0.14389,0.12684,0.079761,0.10611,0.1191,0.13914,0.10308,0.14897,0.2047,0.13258,0.068294,0.084138,0.20193,0.15106,0.072663,0.12083,0.25411,0.10185,0.041526,0.056038,0.37107,0.50846,0.10425,0.011046,0.003797,0.00051778,0.00034518,0.00034518,0,0.00017259,0.1105,0.12642,0.10112,0.18689,0.15736,0.11402,0.072346,0.13134
0.21497,0.087583,0.082814,0.10782,0.089432,0.13546,0.11503,0.16689,0.068191,0.16536,0.17018,0.19826,0.16466,0.097874,0.053951,0.081528,0.15585,0.14811,0.14912,0.16824,0.2225,0.067881,0.029369,0.058926,0.48258,0.44537,0.048304,0.012007,0.0054995,0.0016499,0.0011916,0.00082493,0.0004583,0.0021082,0.24749,0.10291,0.091925,0.099573,0.11918,0.094173,0.087089,0.15767
0.25588,0.08218,0.080092,0.10701,0.086794,0.12349,0.10119,0.16337,0.056878,0.13779,0.17425,0.19998,0.16951,0.11827,0.059474,0.083851,0.13267,0.10683,0.14309,0.20137,0.22107,0.080245,0.034209,0.080523,0.49405,0.41697,0.063321,0.017447,0.0038998,0.00092365,0.00092365,0.00041051,0.00020525,0.0018473,0.28403,0.1026,0.087151,0.10216,0.13014,0.08489,0.067834,0.14119
0.21874,0.086483,0.086298,0.11531,0.084813,0.12298,0.11543,0.16994,0.065139,0.14966,0.17939,0.20173,0.16405,0.10623,0.052642,0.081171,0.13472,0.13847,0.16943,0.18538,0.19449,0.075421,0.032519,0.069585,0.47916,0.45241,0.04964,0.010032,0.0039204,0.0014413,0.00040357,0.00028827,0.00057654,0.0021332,0.23423,0.1086,0.096464,0.10976,0.098057,0.099054,0.096094,0.15774
0.19032,0.087984,0.095231,0.12799,0.10407,0.13611,0.11291,0.14538,0.056456,0.12719,0.18276,0.22368,0.16611,0.1098,0.049945,0.084055,0.11205,0.12189,0.17339,0.2188,0.19813,0.078352,0.03151,0.065885,0.43226,0.50703,0.046999,0.0098226,0.0017053,0.00061392,0.00020464,0.00020464,6.8213e-05,0.0010914,0.18675,0.1005,0.099572,0.11932,0.13416,0.11077,0.10142,0.14751
